Page,Câu tiếng Hán,volumn,translation,best_match
12,紅色者主風痰，將因發搐，印堂。,Volume_29,"Người có sắc đỏ chủ về phong đàm, sẽ dẫn đến phát súc, Ấn Đường.","Má bên trái: Màu hồng là chủ về gan, phong nhiệt, nếu nơi đỏ cũng là sốt cơn, hoặc (1) Nhà tướng pháp gọi gốc sống mũi là sơn căn."
57,右各味為末，用緣礬男化水八醋少許煮麵糊凡，或緒棗肉搗凡如蒙豆大，每服五十凡，米飲下。,Volume_31,"Các vị thuốc trên nghiền thành bột, dùng lục phàn (phèn xanh) nam hóa nước, thêm một ít bát thố (giấm) vào đun thành hồ bột. Hoặc lấy thịt táo tàu giã nát thành viên to bằng hạt đậu xanh. Mỗi lần uống 50 viên, uống với nước cơm.","Trần bì Thương truật 2 lang Hậu phác Dạ minh sa đều 1 lạng Các vị trên tán bột, dùng phèn xanh 1 lạng làm cho tan ra nước, lại cho vào ít giấm nấu hồ làm hoàn hoặc nấu táo tầu (bỏ hột) giã nát làm hoàn to bằng hột đậu xanh, mỗi lần uống 50 viên với nước cơm."
26,若簇瘢屬風熱挾痰而作，自裏而發於外，宜防風通聖散八五以散之，去硝黃尤為穩當。,Volume_31,"Nếu sẹo lồi do phong nhiệt kiêm đàm mà phát sinh, từ bên trong phát ra bên ngoài, nên dùng Phòng phong thông thánh tán 85 để tán giải, bỏ Mang tiêu Đại hoàng sẽ đặc biệt ổn thỏa.","- Dùng nước cốt rễ cây Ngưu bàng xức vào, nếu phát ban thuộc phong nhiệt kèm đờm, mà từ trong phát ra ngoài, thì nên dùng bài Phòng phong thông thánh tán (85) cho tan đi, bỏ phác tiêu, đại hoàn lại càng tổn đáng hơn, vì cho hạ lợi là vô lý."
12,凡驚風，用水銀輕粉、巴豆、芒硝、霜腦、麝、蟾酥、蜈蚣等劑，往往由此變成慢驚，難治。,Volume_30,"Phàm các chứng kinh phong, dùng các vị thuốc như thủy ngân khinh phấn, ba đậu, mang tiêu, sương não, xạ hương, thiềm tô, ngô công và các vị thuốc tương tự, thường thường do đó biến thành chứng mạn kinh, khó trị.","Phàm bệnh kinh phong dùng thủy ngân khinh phấn, ba đậu, Mang tiêu sương, Long não, Xạ hương, Thiềm tô, ngô công v"
36,陽明火盛兼少隂水衰者宜王女煎百入二一。,Volume_31,Người mắc chứng Dương minh hỏa thịnh kiêm Thiếu âm thủy suy nên dùng Vương Nữ Tiễn Bách Nhập Nhị Nhất.,"Dương minh hỏa thịnh, kiêm Thiếu âm thủy suy thì nên Ngọc nữ tiễn (182)."
45,一如瀉青而夾膿稠粘如涎者，是亦腸寒，久則令兒腹痛鳴啼，面白形青，漸成陰癇。,Volume_31,"Như chứng tiêu chảy phân xanh có lẫn mủ đặc dính như nhớt dãi, đây cũng là trường hàn. Nếu kéo dài sẽ khiến trẻ đau bụng quấy khóc, mặt trắng bệch, sắc mặt xanh xao, dần dần phát triển thành âm kinh.","Đi tả xanh mà kèm theo mủ, dính đặc như nước dãi, có cùng là ruột bị lạnh, lâu ngày thì làm cho trẻ đau bụng kêu khóc, mặt trắng người xanh, dần thành chứng âm giản (1) C"
69,右各叧爲末，和地黃膏加煉蜜，凡梧子大，每服七八十丸，空心食前滾湯下。,Volume_33,"Các vị thuốc trên đều nghiền thành bột mịn, trộn đều với cao thục địa và thêm mật ong luyện. Làm thành viên to bằng hạt ngô đồng. Mỗi lần uống 70-80 viên, lúc đói, trước bữa ăn, dùng nước sôi để chiêu thuốc.","Các vị trên, tán bột, dùng tùy xương sốn heo làm hoàn, to bằng hột ngô đồng, mỗi lần uống 50. 60 viên, uống lúc đói, với nước muối, và dùng đồ khô ăn đè lên."
57,有因臟腑有熱，渴飲水漿，致成瀉痢，夂則氣血虛弱，不能上克髓腦，故下陷如坑，此乃胃虛脾弱之極。,Volume_30,"Có trường hợp do tạng phủ có nhiệt, khát uống nhiều nước, dẫn đến tiêu chảy/tả lỵ. Dần dần khí huyết hư nhược, không thể thăng dưỡng tủy não, nên bị hạ hãm như hố. Đây chính là cực điểm của vị hư tỳ nhược.","Có cháu thì tạng phủ bị nhiệt, miệng khát, uống nước nhiều sinh ra tả lỵ lâu ngày thì khí huyết hư nhược, không thể bồi đắp lên cho tùy não được, cho nên mỏ ác hãng như cái hang, đấy là tỳ vị hư yếu đến cực điểm"
45,柴胡口。,Volume_33,Sài hồ uống.,Sắc mà uống.
12,黃色主霍亂，紅色主夜啼，紫色傷飲食。,Volume_29,"Vàng chủ tả, đỏ chủ khóc đêm, tím tổn thương ăn uống.","Hàn à hại vinh, phát sốt sợ lạnh, không mồ hồi, gia khương hoạt, tía tô, quế chi."
51,枳殼五分半。,Volume_33,Chỉ xác năm phân rưỡi.,Chỉ xác 5 phân.
16,處方一治急驚風，兼治慢驚風，涎潮昏冐，目瞪，驚搐，釣肚宜琥珀散。,Volume_30,"Bài thuốc số một trị cấp kinh phong, kiêm trị mạn kinh phong, các chứng nước dãi trào, hôn muội, mắt trợn, kinh co giật, bụng gồng. Nên dùng Hổ Phách Tán.","Xử phương: 1. Trị cấp kinh phong, kiêm trị nạn kinh phong, sôi bọt mép, mê man, mắt trợn ngược, co giật, bụng đau thắt, nên dùng bài: HỒ PHÁCH TÁN (Cũng gọi là bài cấp nạn kinh phong hoàn)."
56,腹脹處方：本由中氣而作，也有積喘滿為實，宜用紫霜凡四九，白玉餅九四，消積凡二百二九，褐凡子疳見門以利其積。,Volume_31,"Phương thuốc trị chướng bụng: Vốn do trung khí hư yếu mà thành, cũng có tích trệ, suyễn, đầy tức thuộc thể thực chứng. Nên dùng Tử Sương Phàm Tứ Cửu, Bạch Ngọc Bánh Cửu Tứ, Tiêu Tích Phàm Nhị Bách Nhị Cửu và Hạt Phàm Tử Cam Kiến Môn để lợi tiêu tích.","Xử phương: Bụng trướng là do khí ở trong thân thể mà ra, nếu có tích, suyễn thở, tức đầy là bệnh thực, thì nên dùng Tử sương hoàn (49) Bạch ngọc bính (94) Tiêu tích hoàn (229) Hạt hoàn tử (xem môn thuốc cam) để tiêu lợi tích tụ"
10,渾身壯熱，四肢無力，面黃臉赤，怕寒愛焌，口鼻乾燥，因騖蹼而成也。,Volume_31,"Toàn thân sốt cao, tứ chi vô lực, mặt vàng má đỏ, sợ lạnh thích chườm nóng, miệng mũi khô ráo, là do vận động quá sức ở nơi ẩm thấp mà phát sinh.","Khắp mình nóng cao độ, chân tay không có sức, mặt vàng, má đỏ, sợ lạnh ưa ẩm, miệng mũi khô ráo, đó là vì sợ và vấp ngã mà sinh bệnh (trích trong các Phương thư)."
4,復有過食甘肥，有傷脾冑，乃絕化源，致成疳症，氣血曰憊而不行者，宜各隨症調治。,Volume_31,"Ngoài ra còn có những trường hợp ăn quá nhiều đồ ngọt béo, làm tổn thương Tỳ Vị, từ đó cắt đứt nguồn hóa sinh, dẫn đến hình thành chứng Cam, khiến khí huyết suy kiệt không vận hành; nên tùy theo từng chứng mà điều trị.","Lại có đứa ăn nhiều đồ ngọt béo, có hại đến tỳ vị, mà tuyệt mất nguồn tiêu hóa, làm cho thành chứng cam, khí, huyết ngày suy kém dần rồi không đi được"
35,若中氣不足而兼熱兼嗽者，宜金水六君湯百三一。,Volume_31,"Nếu trung khí bất túc mà kiêm nhiệt kiêm thấu, nên dùng Kim Thủy Lục Quân Thang Bách Tam Nhất.",Nếu khí trong mình không đủ mà kiêm nóng kiêm họ thì nên dùng Kim thủy lục quân thang (131).
39,生地、燕地、玄參、石斛各一用，右爲末宛蟲凡梧子大，每服五十凡空心茶清下。,Volume_33,"Sinh địa, Thục địa, Huyền sâm, Thạch hộc mỗi vị một phần, nghiền thành bột, làm thành viên hoàn to bằng hạt ngô đồng, mỗi lần uống năm mươi viên vào lúc đói với nước trà loãng.","Bạch truật Chỉ thực 210 CHỈ TRUẬT HOÀN 4 lang 2 - Tán bột, bọc lá sen đem nướng cho nhừ bét, viên với cơm, to bằng hột ngô đồng, mỗi lần uống 40 - 50 viên, vào khi đói, với nước đun sôi."
12,白為無病，一雲連凖。,Volume_29,"Trong là không bệnh, một chút vẩn đục cũng dẫn đến chẩn đoán chuẩn xác.","2. Phân biệt chứng trạng : Mắt quáng gà là buổi sáng có thể trông thấy, tới buổi chiều thì mắt sáng, đó là can khí suy yếu"
81,右爲末，蜜凡梧子大，每服一丸。,Volume_33,"Nghiền thành bột, dùng mật ong viên thành viên to bằng hạt ngô đồng, mỗi lần dùng một viên.","Tán bột, nghiền đều, dùng cao an tức hương và mật hòa làm hoàn, to bằng hột ngô đồng, mỗi lần uống 1 - 2 viên với nước giếng."
36,此太陽、少陰二經精血耗散，陰虛血燥而然，速宜用大營煎，頁人參養榮湯二、五十全大補湯百九一。,Volume_30,"Tinh huyết hao tán ở hai kinh Thái Dương, Thiếu Âm, dẫn đến âm hư huyết táo. Cần dùng ngay Đại Doanh Tiễn, Nhân Sâm Dinh Vinh Thang hai thang, Thập Toàn Đại Bổ Thang một trăm chín mốt thang.","đây là tinh huyết ở hai kinh tái dương thiếu ăm hao tán, âm hư huyết táo mà nên thế, kíp dùng Đại dinh tiển (184) Nhân sâm dưỡng vinh thang (25) Thập toàn đại bổ thang (191), bằng trị theo lối trị bệnh phong thì muốn bệnh không một người sống"
79,生姜、甘草煎湯下。,Volume_33,"Sắc gừng, cam thảo uống.","Thêm gừng, táo sắc uống."
47,一方加人參、肉豆蔻、其草。,Volume_30,"Một phương thuốc có thêm nhân sâm, nhục đậu khấu và các loại thảo dược khác.","Một phương có thêm vị nhân sâm, nhục dậu khấu, cam thảo."
81,一方有枳實、檳榔各五分。,Volume_33,"Một phương có Chỉ thực, Binh lang mỗi thứ năm phân.","Một phương nữa có Chỉ thực, binh lang mỗi vị 5 phân, sắc với gừng táo mà uống."
21,一臍風撮口，原得於濕風，其候亦有驚搐，倍荅術加官桂、木香、秦施蘞藤。,Volume_33,"Chứng rốn phong (uốn ván sơ sinh) co quắp miệng, phát sinh do phong thấp, bệnh trạng cũng có co giật; dùng Bạch truật liều tăng cường, thêm Quế quan, Mộc hương, Tần Thi Liệm Đằng.","Các chứng uốn ván rốn, phong chúm miệng, nguyên do mắc phải phong thấp, chứng trạng của nó cũng kinh hãi co rút, cho bội phục linh, bạch truật, gia quan quế, mộc hương, tần giao, câu đằng."
13,又雲，若如桂花，雜以墨彚，只是脾病，飲食不快，四肢倦怠，脹悶，泄瀉，嘔吐之屬。,Volume_29,"Lại nói rằng, nếu có biểu hiện vàng nhạt lấm tấm như hoa quế, lẫn chất đen đặc như mực, đó chính là bệnh Tỳ, với các triệu chứng ăn uống không ngon miệng, tứ chi mỏi mệt, chướng bụng đầy tức, tiêu chảy và các chứng nôn mửa.","Có thuyết: Nếu trắng như hoa quế xen có lốm đốm đen chỉ là bệnh về tỳ, ăn uống không ngon, tay chân bải hoải, sình bụng, buồn bực, đi lỏng, nôn mửa."
13,雲黃色見於鼻，乾燥如土偶之形者，是脾氣絶，主死。,Volume_29,"Sắc vàng đục xuất hiện ở mũi, khô cằn như hình tượng đất nung, đó là Tỳ khí đã tuyệt, chủ tử.","Có thuyết nói: Trên mũi thấy màu vàng khó rang như hình tượng đất đỏ là tỳ khí tuyệt, thì chết."
39,蔥蜜湯：治要孩虛祕，蔥白三莖，水煎去蔥，八炒阿膠及生蜜溶化，食前服。,Volume_30,"Hành Mật Thang: Chữa chứng hư bí ở trẻ em. Dùng ba cọng hành trắng, sắc nước bỏ hành, cho A Giao bát sao và mật ong sống vào hòa tan, uống trước bữa ăn.","Xử phương: Trị trẻ con bí ỉa vì hư Hang lang THÔNG MẬT THANG 3 tép Sắc sôi, vớt bỏ hành, cho a dao (dã sao) vào, và mật sống hòa tan mà uống trước bữa ăn."
53,爲末，每服二三口姜煎服。,Volume_33,"Tán thành bột, mỗi lần uống với hai ba ngụm nước gừng sắc.","Tán bột, mỗi lần uống 2-3 đồng sắc với gừng cho uống."
14,一咽喉因火作痛者，用六味倍熟地加牛膝；因火虛作痛者，用八味加牛膝、杜仲。,Volume_33,"Đối với chứng đau họng do hỏa gây ra, dùng bài Lục Vị Địa Hoàng Hoàn gia bội thục địa, thêm ngưu tất; đối với chứng đau họng do hư hỏa gây ra, dùng bài Bát Vị Địa Hoàng Hoàn thêm ngưu tất, đỗ trọng.","Cuống họng do hỏa mà sinh đau, thì dùng Lục vị bội thục địa, gia ngưu tất, do hỏa hư sinh đau, thì dùng bát bị ngưu tất, đỗ trọng."
20,如精神猶怯弱者，用八味凡加鹿茸去冊澤處方。,Volume_33,"Nếu tinh thần còn yếu nhược, dùng phương thuốc Bát vị (Địa hoàng hoàn) thông thường, gia thêm Lộc nhung đã loại bỏ Sách trạch.","Nếu tinh thần còn yếu, thì dùng Bát vị hoàn, gia lộc nhung, bỏ mẫu đơn, trạch tả."
52,右為粗末，每服二口，姜一片，箔荷一葉，水煎服。,Volume_30,"Các vị thuốc trên được tán thành bột thô. Mỗi lần dùng hai ngụm, thêm một lát gừng, một lá bạc hà, sắc với nước mà uống.","Các vị trên thái và tán, mỗi lần uống 1 đồng cân, cho thêm một ít tinh tre (trúc như) và gừng, táo vào, sắc lấy nước mà uống."
13,若症凡白色見於鼻準，或於正靣，色如枯骨，或如擦敗殘汙粉者，是肺絕，主死。,Volume_29,"Nếu sắc trắng xuất hiện ở chóp mũi, hoặc ở trán, màu sắc như xương khô, hoặc như phấn bị phai màu, dơ bẩn và loang lổ, đó là chứng phế tuyệt, chủ tử.","Có thuyết nói: Hễ thấy màu đen hiện ở lỗ tai hoặc trong ngoài vành tai, ở phong mồm, màu đen giống như bẩn, như khối than đó là thận tuyệt, là chết, nếu đen huyền như lông chim thì chỉ là thận hư hỏa tà lấn thủy mà thôi."
49,右爲末，蜜凡梧子大，每服四五口。,Volume_33,"Chế thành bột, lấy mật ong vo viên to bằng hạt ngô đồng, mỗi lần uống bốn đến năm viên.","Tán bột, nghiền đều, dùng cao an tức hương và mật hòa làm hoàn, to bằng hột ngô đồng, mỗi lần uống 1 - 2 viên với nước giếng."
54,右為末，糊凡如麻子大，每服十二凡，紫蘇煎湯下。,Volume_31,"Tán thành bột, hoàn thành viên bằng hạt gai dầu. Mỗi lần uống mười hai viên, dùng nước sắc tử tô để chiêu thuốc.","Các vị trên tán bột, viên với mật, to bằng bột ngô đồng, mỗi lần uống 1 - 2 viên, sắc nước kim ngân, bạc hà làm thang."
63,右爲末，每服一口，淡竹葉水煎服。,Volume_33,"Tán thành bột. Mỗi lần dùng một ngụm nhỏ, sắc với Đạm trúc diệp lấy nước uống.","Tán bột, mỗi lần uống 2-3 đồng sắc với gừng cho uống."
47,右為末，糊凡如菉豆大，每服五十凡，空心米飲下。,Volume_31,"Nghiền thành bột, làm thành hồ, mỗi viên to bằng hạt đậu xanh. Mỗi lần dùng 50 viên, uống lúc đói với nước cơm.","5 đồng Các vị trên tán bột, dùng giấm nấu bồ làn viên, to bằng hột ngô đồng, mỗi lần uống 70 viên, với nước cơm khi đói bụng"
26,諸方書以下若內傷發瘢，胃氣極虛，一身之火流行於外，宜補以降玄參升麻湯八六。,Volume_31,"Các y thư cho biết, nếu nội thương phát ban, vị khí cực hư, hỏa trong toàn thân lưu hành ra ngoài, nên dùng Huyền Sâm Thăng Ma Thang bài 86 để bổ giáng.","Từ đây trở xuống là các phương trong các Phương thư: Nếu bị nội thương mà phát ban, vị khí rất hư, bao nhiêu hỏa trong mình bốc hết ra ngoài, thì nên bổ vào để giáng hỏa, dùng Huyền sâm thăng ma thang (86)"
26,必於未八腹之寺，急服退毒涼劑，外用小刀剌去惡血，用拔毒涼脫之劑敷之，或猶可生。,Volume_31,"Phải ngay lúc độc chưa xâm nhập sâu vào các phủ tạng, khẩn trương uống thuốc giải độc tính hàn, dùng dao nhỏ rạch bỏ máu độc ra ngoài, dùng thuốc bạt độc tính hàn có tác dụng làm bong tróc đắp vào, may ra mới sống được.","Trong lúc đơn chưa vào bụng, phải kíp uống thuốc mát để thoái độc, ngoài dùng dao nhọn chích để nặn máu độc, rồi dùng Cao hạt độc mát da mà xức vào, nay còn sống được."
55,水二鍾煎七分溫服。,Volume_33,"Nước hai chung, sắc còn bảy phần, uống ấm.","Nước 2 chén, sắc còn 7 phần, uống lúc ấm vào xa bữa ăn."
43,一如吐沫或白緣水者，胃冷也，宜理中凡二百，或用半夏、陳米等分，姜十六水煎服。,Volume_31,"Nếu như có người nôn ra bọt hoặc nước trắng đục, đó là vị hàn, nên dùng Lý Trung Thang với tổng lượng chừng hai trăm, hoặc dùng Bán Hạ và Trần Mễ với lượng bằng nhau, sắc cùng mười sáu chỉ gừng rồi uống.","- Mửa ra bọt hoặc nước trắng xanh, là dạ dày bị lạnh, thì nên dùng Lý - trung hoàn (216), hoặc dùng Ban hạ, Trần bì đều bằng nhau và thêm gừng sắc uống."
12,茯苓八分，有口乾渴者乳浸，上熱者一兩。,Volume_33,Phục linh tám phân; người có chứng miệng khô khát nước thì ngâm sữa; người bị thượng nhiệt thì dùng một lạng.,"Phục linh: 8 phân, có chứng miệng khô và khát, thì tẩm sữa, thượng tiêu nóng thì 1 đồng."
26,小兒平居聞響，跳掣，睡中驚哭者，由肝肺有虧，魂魄受傷，精神失守。,Volume_30,"Trẻ nhỏ bình thường nghe tiếng động thì giật mình thon thót, đang ngủ thì giật mình khóc thét, là do can phế hư tổn, hồn phách bị tổn thương, tinh thần thất thủ.","Trẻ con lúc bình thời nghe tiếng ầm vang thì giật mình rồi lúc ngủ kinh khóc, là do can phế có kém, hồn phách bị thương, tinh thần không tự chủ, nên bổ can phế, không nên dùng thuốc kinh phong mà chữa"
11,切不可事脾而忘腎，資生之功、資始之德宜兩全也。,Volume_33,"Tuyệt đối không được coi trọng Tỳ mà bỏ quên Thận, công năng tư sinh và đức năng tư thủy cần phải vẹn toàn.","Tuyệt đối không nên chỉ chú trọng ở tỳ mà quên ""thận"", cái công dụng sinh thành thận và nuôi dưỡng ty, nên phải toàn vẹn cả hai."
13,黑色主疝氣痛，若靑色爲驚，紅主吐瀉。,Volume_29,Màu đen chủ về đau thoát vị; nếu là màu xanh lam/lục nhạt thì là kinh phong; còn màu đỏ chủ về nôn mửa và tiêu chảy.,"- Phong môn (3): Màu đen là dái sưng đau, nếu màu xanh là kinh phong, màu đỏ là thổ tả."
5,小兒鶴膝，因稟受腎虛，氣血不充，以致肌肉瘦削，形如鶴膝。,Volume_31,"Bệnh gối hạc ở trẻ nhỏ, do bẩm thụ thận hư, khí huyết bất túc, dẫn đến cơ nhục teo tóp, hình dáng như gối hạc.","Xét nguyên nhân và cơ chế của bệnh: Trẻ con bị đau đầu gối là vi bẩm thụ thận hư, khí huyết không đầu đủ, đến nỗi da thịt gầy mòn, hình dáng như đầu gối con bạc."
13,又雲，或如膩粉梅花者，只是肺邪，或中寒，咳嗽，哮喘，氣虛之屬。,Volume_29,"Lại nói rằng, hoặc những trường hợp có biểu hiện như hoa mai phấn mỡ, chỉ là phế tà, hoặc trúng hàn, khái thấu, tiêu suyễn, thuộc chứng khí hư.","v... để thông lợi thay cho thủy ngân, Khinh phấn, ba đậu, Mang tiêu, chỉ vì bài Tả thanh hoàn trị được các chứng bệnh thuộc gan như mãn quần mãn áo, ngó trực thị, hoặc co giật hoặc không co giạt, hoặc đi lỏng…."
13,又云，肺熱，一云，頤下赤主腎熱，若非寺弄色者，主十二。,Volume_29,"Lại nói rằng, phế nhiệt. Lại có câu rằng, vùng dưới cằm đỏ chủ về thận nhiệt. Nếu không phải do kẻ phô trương giả tạo, thì [dấu hiệu đó] chủ về mười hai kinh mạch/tạng phủ.","Sách chép rằng: má sưng dau vẫn còn mạnh, xương sống gù sức dã suy, thận không sinh khi xương không cứng cáp, cho nên nó là ác chứng C- Xử phương: Trị bệnh này nên cứu huyệt phế du, huyệt cách du, đốt 5, 3 mồi ngải cứu bằng hạt thóc, thì kiến hiệu"
58,一如坐地被風及蟲蟻吹着膿腫，用蟬蛻煎湯頻洗，或蔥白蚯蚓糞為末井草汁調塗。,Volume_31,"Áp xe (mụn nhọt có mủ) bị gió và côn trùng quấy phá, như thể bị phơi mình trên đất, dùng vỏ ve sầu sắc nước (thang) rửa nhiều lần, hoặc dùng hành trắng và phân giun đất tán thành bột, trộn với nước ép cỏ tươi rồi bôi lên.","Như ngồi đất bị gió thổi hoặc sâu kiến bám vào mà dái sưng lên thì dùng xác ve sầu nấu nước mà rửa luôn, hoặc hành trắng với đất trùn đùn (cứt trùn) giã nát, sắc nước cam thảm hòa vào mà xức."
78,右爲末，煉蜜凡麻子大，每服三四丸。,Volume_33,"Chế thành bột, dùng mật luyện làm thành viên hoàn to bằng hạt đay, mỗi lần uống ba đến bốn viên.","Tán bột, nghiền đều, dùng cao an tức hương và mật hòa làm hoàn, to bằng hột ngô đồng, mỗi lần uống 1 - 2 viên với nước giếng."
5,有因肥甘肆進，飲食太飱，積滯曰乆面黃機削而成者。,Volume_31,"Có những người do ăn uống quá nhiều thực phẩm béo ngọt, ăn quá độ, dẫn đến tình trạng tích trệ lâu ngày, khiến mặt vàng và cơ thể gầy mòn.","Có người vì thích đồ ngon ngọt, ăn uống quá nhiều, tích trệ lâu ngày, mặt vàng mình yếu mà thành bệnh."
65,黃連爲末，每服五分，臨臥溫水化下。,Volume_33,"Hoàng liên tán bột, mỗi lần uống năm phân, trước khi ngủ hòa với nước ấm mà uống.","Đại giả thạch (nung, tôi giấm, tán bọt), mỗi lần uống 5 phân, sắc nước kim ngân hòa vào một ít vàng thếp mà sống."
13,若鼻下赤爛者，是肝氣盛，而肺疽見症也。,Volume_29,"Nếu dưới mũi có sưng đỏ lở loét, thì đó là do can khí thịnh, và là biểu hiện của phế thư.","Nếu do lâu khí nghịch lên, mặt mắt phù thũng mà họ và thổ huyết, là do phế hư tổn, nên chia ra từng chứng mà chữa."
11,多啼嗽逆，鼻項生瘡，骨骨愛睡，體瘦膓滑，四肢軟弱，面色帶白，瀉膿吐血，因傷風而成也。,Volume_31,"Hay ho nghịch, quấy khóc, mũi và gáy nổi mụn nhọt, buồn ngủ li bì, thân thể gầy gò, tràng hoạt, tứ chi mềm yếu, sắc mặt tái nhợt, tiêu chảy mủ và thổ huyết, tất cả đều do thương phong mà thành.","Hay khóc họ rược lên, mũi và cổ sinh lở, nê man ham ngủ, thân thể gầy, ruột trơn chảy chân tay mềm yếu, mặt hơi trắng, ỉa ra mủ, mửa ra huyết, đó là vì cảm phong mà thành bệnh (trích trong các phương thư)."
13,一鼻中癢甚者，是肺氣盛，而五疳傳經也。,Volume_29,"Trong mũi ngứa dữ dội, đó là phế khí thịnh, và ngũ cam truyền kinh.","Sách Kim quỹ nói: ""Suyễn do ta thực là phế thực, khí thịnh, hô hấp không thông lợi, các khiếu ở phế bị ủng tắc, mạch thôn trầm, thực, chữa nên tả phể"
75,爲末，蜜凡桐子大，每服一丸。,Volume_33,"Tán thành bột, hoàn mật ong, viên lớn bằng hạt ngô đồng, mỗi lần dùng một viên.","Tán bột, nghiền đều, dùng cao an tức hương và mật hòa làm hoàn, to bằng hột ngô đồng, mỗi lần uống 1 - 2 viên với nước giếng."
8,搖頭操目，白膜縵眼，按摩多淚，面有黑色，渾身瘡癬，毛焦髪竪，因感風而成也。,Volume_31,"Lắc đầu, mắt đảo động, màng trắng giăng mắt, khi day ấn thì nước mắt tuôn nhiều, sắc mặt đen sạm, toàn thân nổi ghẻ lở mụn nhọt, lông tóc khô xác dựng đứng, đều do cảm phong mà thành bệnh.","Lắc đầu, dụi mắt, màng trắng che mắt, ấn vào nhiều nước mắt, mặt có sắc đen, khắp mình ghẻ lở, lông quân tóc dựng đó là vì cảm phong mà sinh ra. (Trích trong Phương thư)."
39,初生大便不通審機：五味之精華而清者，乃養五臟；五味之糟粕而濁者，乃歸大腸。,Volume_30,Táo bón sơ sinh – Phân tích cơ chế: Phần tinh hoa thanh khiết của ngũ vị sẽ nuôi dưỡng ngũ tạng; còn phần cặn bã đục của ngũ vị thì quy về đại tràng.,"Xét nguyên nhân và cơ chế của bệnh: Phần tinh ba của ngũ vị trong thì đem nuôi ngũ tạng, phần cặn bã đục thỉ đưa về đại trường."
22,若徒知枝幹而不顧根本，而望其茂盛者，未之有也。,Volume_33,"Nếu chỉ lo thân cành mà không để tâm đến gốc rễ, rồi mong nó tươi tốt, thì điều đó là không thể nào có được.","Nếu chỉ biết cành, thân, không chăm non đến gốc rễ, mà lại mong cây tươi tốt, thì chưa bao giờ có."
45,鵞口別症：鵞口者，乃胎熱蘊畜，心脾上蒸於口舌上，遍生白屑，如鵞之口是也。,Volume_30,"Chứng Tưa Miệng: Tưa miệng là do thai nhiệt uẩn súc, Tâm Tỳ thượng chưng lên khẩu thiệt, phát sinh những mảng trắng khắp nơi, trông giống miệng con ngỗng.","Chứng nga khẩu là thai nhiệt chứa đọng ở tàu tỳ, bốc lên miệng lưỡi, mọc những lớp trắng quanh miệng giống như mồm con ngỗng."
54,然人無脞髓猶𣗳無根不渦，千日必成廢人。,Volume_30,"Tuy nhiên, người không có cốt tủy cũng như cây không rễ thì không thể sinh tồn, nghìn ngày sau ắt sẽ trở thành phế nhân.","Người mà không não tùy ví như cây không rễ, bất quả ngàn ngày (3 tuổi) là thành phế nhân."
34,有石室得祕術，桃花隂乾為末一口，甘草末四分，藍芤，右二味用甘草煎湯入末藥調勺灌之八口立效。,Volume_31,"Có phòng đá đạt được bí thuật: Hoa đào âm can làm thành bột một khẩu, bột cam thảo bốn phần, Lam Khâu. Hai vị trên dùng cam thảo sắc nước, hòa vào thuốc bột, dùng muỗng đổ (cho uống) tám khẩu sẽ lập tức có hiệu nghiệm.","Có phương thuốc trong Thạch thất bí thuật: Hoa dào phơi râm, (tán nhỏ) 1 đồng Cam thảo (tán nhỏ) Hoa châm (tán nhỏ) 4 phân 5 - Hai vị trên, sắc nước cam thảo rồi bỏ thuốc bột vào trộn đều mà cho uống, vào miệng là công hiệu ngay."
14,焦渴自汗，酷喜瓜菓，腹脹腹嗚，尿白寫酸，多睡多啼，善食厭土炭米等物。,Volume_31,"Khát khô cổ, tự hãn, rất thích dưa và trái cây, bụng chướng, bụng sôi, nước tiểu trắng và có tính axit, ngủ nhiều, hay khóc, ăn uống tốt nhưng không thích đất, than củi, gạo sống và các vật tương tự.","Chứng can nhiệt thì thân thể nóng dữ khát nước lắm, tự đổ mồ hôi, rất ưa dưa quả, bụng trướng ruột sôi, nước tiểu trắng, ỉa lỏng và chua, hay ngủ, hay khóc thích ăn những thứ tro, đất bếp, than, gạo (trích trong Cảm nang)."
56,一如脹而大喘氣粗，此腎虛水氣乘肺危症也，宜益黃散百三六，或塌氣凡在上。,Volume_31,"Tình trạng phù thũng kèm thở hổn hển, khí thô, đây là nguy chứng do Thận hư thủy khí thừa Phế. Nên dùng Ích Hoàng Tán 136, hoặc dùng cho chứng khí hãm suyễn (khó thở nặng) ở thượng tiêu.","- Bụng trướng mà to, hơi thỏ giốc, đó là thận hư khí nước lấn vào phổi là chứng nguy thì nên dùng Ích hoàng tán (136) hoặc Tháp khí hoàn ở trên."
13,兩頤赤者，主啼哭，驚熱兼黃色者爲吐。,Volume_29,"Má hai bên đỏ, chủ về khóc lóc; kinh nhiệt kèm sắc vàng thì là nôn mửa.","- Hai mép miệng: Màu đỏ là kêu khóc, kinh phong, nóng sốt, màu đỏ cả màu vàng là bị mửa"
55,大人癥瘕，去夜明砂、蝦蟆、黃連卷。,Volume_31,"Trĩ hà ở người lớn, bỏ Dạ minh sa, Hà ma, Hoàng liên hoàn.","Người lớn bị chứng trưng hà thì bỏ dạ minh sa, hà mộ, hoàng liên."
